"check_id","category","quantity","expected","observed","tolerance","status","source","notes"
"CELL_0419","reported_table_cell","Table 1 61847 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0420","reported_table_cell","Table 1 61847 R2b","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0421","reported_table_cell","Table 1 61847 R3a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0422","reported_table_cell","Table 1 61847 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0423","reported_table_cell","Table 1 61847 HoT","611","611","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0424","reported_table_cell","Table 1 61847 Inner_Bay","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0425","reported_table_cell","Table 1 61847 Outer_Bay","154","154","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0426","reported_table_cell","Table 1 61847 all_SoBI","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0427","reported_table_cell","Table 1 61847 total_detections","775","775","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0428","reported_table_cell","Table 1 61847 release_Rx1_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0429","reported_table_cell","Table 1 61847 release_HoT_days","4.29","4.294039351851852","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0430","reported_table_cell","Table 1 61847 HoT_inner_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0431","reported_table_cell","Table 1 61847 HoT_outer_days","3.85","3.846412037037037","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0432","reported_table_cell","Table 1 61847 HoT_SoBI_days","36.5","36.49918981481481","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0433","reported_table_cell","Table 1 61848 fish_id","61848","61848","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0434","reported_table_cell","Table 1 61848 fork_length_mm","140","140","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0435","reported_table_cell","Table 1 61848 weight_g","26.9","26.9","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0436","reported_table_cell","Table 1 61848 RP1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0437","reported_table_cell","Table 1 61848 all_MM","6","6","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0438","reported_table_cell","Table 1 61848 Rx1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0439","reported_table_cell","Table 1 61848 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0440","reported_table_cell","Table 1 61848 R1b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0441","reported_table_cell","Table 1 61848 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0442","reported_table_cell","Table 1 61848 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0443","reported_table_cell","Table 1 61848 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0444","reported_table_cell","Table 1 61848 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0445","reported_table_cell","Table 1 61848 R3a","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0446","reported_table_cell","Table 1 61848 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0447","reported_table_cell","Table 1 61848 HoT","10","10","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0448","reported_table_cell","Table 1 61848 Inner_Bay","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0449","reported_table_cell","Table 1 61848 Outer_Bay","27","27","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0450","reported_table_cell","Table 1 61848 all_SoBI","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0451","reported_table_cell","Table 1 61848 total_detections","46","46","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0452","reported_table_cell","Table 1 61848 release_Rx1_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0453","reported_table_cell","Table 1 61848 release_HoT_days","2.1","2.097789351851852","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0454","reported_table_cell","Table 1 61848 HoT_inner_days","1.01","1.010092592592593","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0455","reported_table_cell","Table 1 61848 HoT_outer_days","9.29","9.294282407407408","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0456","reported_table_cell","Table 1 61848 HoT_SoBI_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0457","reported_table_cell","Table 1 61849 fish_id","61849","61849","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0458","reported_table_cell","Table 1 61849 fork_length_mm","143","143","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0459","reported_table_cell","Table 1 61849 weight_g","28.1","28.1","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0460","reported_table_cell","Table 1 61849 RP1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0461","reported_table_cell","Table 1 61849 all_MM","6","6","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0462","reported_table_cell","Table 1 61849 Rx1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
